Max Iter;Accuracy;Precision;Recall;F Measure
250.0;0.66079;0.63477;0.62001;0.60849
500.0;0.66379;0.63968;0.62192;0.61159
750.0;0.66379;0.6378;0.62192;0.61112
1000.0;0.66379;0.63942;0.62192;0.61158
1500.0;0.66379;0.63942;0.62192;0.61158
2000.0;0.66379;0.63942;0.62192;0.61158
5000.0;0.66379;0.63942;0.62192;0.61158
